2024-08-29 11:20:06.511632; 2400411014880; 230110040001428; номер SIM карты не указан;1.9.5.3
2024-09-04 15:31:27.897575; 2400051000043; 2410240000051; номер SIM карты не указан;1.14.5
2024-09-04 15:33:25.980273; 2400051000044; 2410240000052; номер SIM карты не указан;1.14.5
2024-09-19 15:18:20.973297; 2400411019181; 2410210007525; номер SIM карты не указан;1.14.0.1
2024-09-19 15:25:33.532326; 2400411019180; 2410210007524; номер SIM карты не указан;1.14.0.1
2024-09-19 15:26:53.376523; 2400411019186; 2410210007530; номер SIM карты не указан;1.14.6
2024-09-19 15:31:43.158047; 2400411019187; 2410210007532; номер SIM карты не указан;1.14.6
2024-09-19 15:33:42.214669; 2400411019185; 2410210007531; номер SIM карты не указан;1.14.6
2024-09-19 15:35:23.818421; 2400411019184; 2410210007527; номер SIM карты не указан;1.14.0.1
2024-09-19 15:36:50.742586; 2400411019183; 2410210007526; номер SIM карты не указан;1.14.0.1
2024-09-19 15:39:40.881616; 2400411019178; 2410210007529; номер SIM карты не указан;1.14.0.1
2024-09-19 15:41:42.337097; 2400411019179; 2410210007528; номер SIM карты не указан;1.14.0.1
2024-09-19 15:42:53.133541; 2400411019177; 2410210007522; номер SIM карты не указан;1.14.0.1
2024-09-19 15:44:19.794463; 2400411019182; 2410210007523; номер SIM карты не указан;1.14.0.1
2024-11-01 09:55:43.347474; 240100081004760; 2410210018291; номер SIM карты не указан;1.14.0.1
2024-11-01 09:57:53.487246; 240100081004065; 2410210018423; номер SIM карты не указан;1.14.0.1
2024-11-01 10:18:49.244065; 240100081004080; 2410210018418; номер SIM карты не указан;1.14.0.1
2024-11-01 10:21:00.579327; 240100081004736; 2410210018310; номер SIM карты не указан;1.14.0.1
2024-11-01 12:29:13.236788; 240100081004806; 2410210018449; номер SIM карты не указан;1.14.0.1
2024-11-01 12:34:20.172401; 240100081004732; 2410210018393; номер SIM карты не указан;1.14.0.1
2024-11-01 12:42:36.998339; 240100081003915; 2410210018450; номер SIM карты не указан;1.14.0.1
2024-11-01 12:44:53.742733; 240100081004139; 2410210018451; номер SIM карты не указан;1.14.0.1
2024-11-01 12:47:14.753243; 240100081004196; 2410210018395; номер SIM карты не указан;1.14.0.1
2024-11-01 12:48:31.679728; 240100080009493; 2410210018385; номер SIM карты не указан;1.14.0.1
2024-11-01 12:52:24.198414; 240100080009173; 2410210018378; номер SIM карты не указан;1.14.0.1
2024-11-01 12:55:02.512379; 240100081004291; 2410210018376; номер SIM карты не указан;1.14.0.1
2024-11-01 12:59:24.683519; 240100080009229; 2410210018375; номер SIM карты не указан;1.14.0.1
2024-11-01 13:01:49.419202; 240100081004715; 2410210018391; номер SIM карты не указан;1.14.0.1
2024-11-01 13:05:50.446653; 240100080010640; 2410210018382; номер SIM карты не указан;1.14.0.1
2024-11-01 13:06:59.199276; 240100080010641; 2410210018392; номер SIM карты не указан;1.14.0.1
2024-11-01 13:09:07.887227; 240100080010428; 2410210018397; номер SIM карты не указан;1.14.0.1
2024-11-01 13:11:01.787079; 240100080010544; 2410210018383; номер SIM карты не указан;1.14.0.1
2024-11-01 13:13:06.561623; 240100080009569; 2410210018394; номер SIM карты не указан;1.14.0.1
2024-11-01 13:16:29.762621; 240100080010469; 2410210018439; номер SIM карты не указан;1.14.0.1
2024-11-01 13:17:19.448281; 240100080009181; 2410210018390; номер SIM карты не указан;1.14.0.1
2024-11-01 13:18:39.237632; 240100081004765; 2410210018396; номер SIM карты не указан;1.14.0.1
2024-11-01 13:19:58.425193; 240100080009381; 2410210018373; номер SIM карты не указан;1.14.0.1
2024-11-01 13:21:18.799591; 240100080010442; 2410210018374; номер SIM карты не указан;1.14.0.1
2024-11-01 13:22:43.769253; 240100081004763; 2410210018381; номер SIM карты не указан;1.14.0.1
2024-11-01 13:23:55.943815; 240100080009186; 2410210018380; номер SIM карты не указан;1.14.0.1
2024-11-01 13:26:39.457221; 240100080010431; 2410210018461; номер SIM карты не указан;1.14.0.1
2024-11-01 13:28:38.109849; 240100081004716; 2410210018487; номер SIM карты не указан;1.14.0.1
2024-11-01 13:29:30.570894; 240100081003937; 2410210018352; номер SIM карты не указан;1.14.0.1
2024-11-01 13:44:19.163970; 240100081004193; 2410210018502; номер SIM карты не указан;1.14.0.1
2024-11-01 13:46:31.526478; 240100081003920; 2410210018285; номер SIM карты не указан;1.14.0.1
2024-11-01 13:48:07.012378; 240100081004037; 2410210018437; номер SIM карты не указан;1.14.0.1
2024-11-01 13:51:37.970384; 240100081004039; 2410210018440; номер SIM карты не указан;1.14.0.1
2024-11-01 13:54:39.456957; 240100081004873; 2410210018303; номер SIM карты не указан;1.14.0.1
2024-11-01 13:57:52.486848; 240100081003899; 2410210018292; номер SIM карты не указан;1.14.0.1
2024-11-01 13:59:35.601226; 240100081003884; 2410210018286; номер SIM карты не указан;1.14.0.1
2024-11-01 14:00:53.242383; 240100081003883; 2410210018293; номер SIM карты не указан;1.14.0.1
2024-11-01 14:02:16.799568; 240100081003993; 2410210018277; номер SIM карты не указан;1.14.0.1
2024-11-01 14:03:26.867611; 240100081003913; 2410210018307; номер SIM карты не указан;1.14.0.1
2024-11-01 14:04:45.631947; 240100081004177; 2410210018315; номер SIM карты не указан;1.14.0.1
2024-11-01 14:06:45.098085; 240100081004846; 2410210018317; номер SIM карты не указан;1.14.0.1
2024-11-01 14:08:02.884067; 240100081003903; 2410210018456; номер SIM карты не указан;1.14.0.1
2024-11-01 14:09:13.512334; 240100081003926; 2410210018316; номер SIM карты не указан;1.14.0.1
2024-11-01 14:10:29.150258; 240100081003895; 2410210018499; номер SIM карты не указан;1.14.0.1
2024-11-01 14:11:39.594968; 240100081003896; 2410210018312; номер SIM карты не указан;1.14.0.1
2024-11-01 14:14:14.227122; 240100081003939; 2410210018505; номер SIM карты не указан;1.14.0.1
2024-11-01 14:15:55.624199; 240100081004025; 2410210018457; номер SIM карты не указан;1.14.0.1
2024-11-01 14:17:26.020963; 240100081003918; 2410210018452; номер SIM карты не указан;1.14.0.1
2024-11-01 14:20:58.006175; 240100081003901; 2410210018321; номер SIM карты не указан;1.14.0.1
2024-11-01 14:23:30.038639; 240100081004165; 2410210018281; номер SIM карты не указан;1.14.0.1
2024-11-01 14:25:13.955573; 240100081004022; 2410210018318; номер SIM карты не указан;1.14.0.1
2024-11-01 14:27:03.740935; 240100081003930; 2410210018304; номер SIM карты не указан;1.14.0.1
2024-11-01 14:27:58.442489; 240100081003897; 2410210018455; номер SIM карты не указан;1.14.0.1
2024-11-01 14:29:08.740528; 240100081003902; 2410210018302; номер SIM карты не указан;1.14.0.1
2024-11-01 14:31:02.383086; 240100081004207; 2410210018283; номер SIM карты не указан;1.14.0.1
2024-11-01 14:32:31.819376; 240100081004021; 2410210018313; номер SIM карты не указан;1.14.0.1
2024-11-01 14:34:22.068363; 240100081003909; 2410210018309; номер SIM карты не указан;1.14.0.1
2024-11-01 14:35:10.549759; 240100081004076; 2410210017992; номер SIM карты не указан;1.14.0.1
